Região Política;Cidade e UF;Data Convênio;Data Denúncia
Sudeste;Taiúva - SP;10/09/2020;
Sudeste;Tambaú - SP;05/03/2009;04/12/2020
Sudeste;Tanabi - SP;09/02/2009;
Sudeste;Tanguá - RJ;10/12/2009;03/12/2018
Sudeste;Tapira - MG;13/08/2009;03/12/2018
Sudeste;Tapira - MG;30/08/2022;
Sudeste;Tapiraí - MG;16/03/2012;03/12/2018
Sudeste;Tapiraí - SP;06/10/2015;03/12/2018
Sudeste;Tapiraí - SP;21/11/2019;22/12/2022
Sudeste;Tapiratiba - SP;10/01/2012;03/12/2018
Sudeste;Tapiratiba - SP;15/07/2020;
Sudeste;Taquaraçu de Minas - MG;09/02/2009;03/12/2018
Sudeste;Taquaritinga - SP;24/06/2009;
Sudeste;Taquarituba - SP;17/04/2012;03/12/2018
Sudeste;Taquarivaí - SP;09/02/2009;03/12/2018
Sudeste;Taquarivaí - SP;18/08/2021;
Sudeste;Tarumã - SP;04/09/2009;03/12/2018
Sudeste;Tarumã - SP;28/05/2019;
Sudeste;Tatuí - SP;09/02/2009;03/12/2018
Sudeste;Tatuí - SP;24/10/2019;
Sudeste;Tejupá - SP;09/02/2009;04/12/2020
Sudeste;Tejupá - SP;26/05/2022;
Sudeste;Teodoro Sampaio - SP;09/03/2010;03/12/2018
Sudeste;Teodoro Sampaio - SP;02/08/2019;
Sudeste;Teófilo Otoni - MG;02/12/2015;03/12/2018
Sudeste;Teófilo Otoni - MG;28/01/2020;
Sudeste;Teresópolis - RJ;09/02/2009;03/12/2018
Sudeste;Terra Roxa - SP;11/07/2013;
Sudeste;Tietê - SP;09/02/2009;
Sudeste;Timburi - SP;02/09/2015;03/12/2018
Sudeste;Timburi - SP;02/02/2022;
Sudeste;Timóteo - MG;09/02/2009;03/12/2018
Sudeste;Tiros - MG;09/02/2009;03/12/2018
Sudeste;Tiros - MG;21/11/2019;
Sudeste;Tocos do Moji - MG;09/02/2009;03/12/2018
Sudeste;Tombos - MG;09/02/2009;03/12/2018
Sudeste;Torre de Pedra - SP;04/03/2011;03/12/2018
Sudeste;Torrinha - SP;09/02/2009;
Sudeste;Trabiju - SP;12/09/2013;03/12/2018
Sudeste;Trabiju - SP;28/05/2019;
Sudeste;Três Corações - MG;09/02/2009;
Sudeste;Três Fronteiras - SP;25/08/2010;03/12/2018
Sudeste;Três Fronteiras - SP;28/01/2020;
Sudeste;Três Marias - MG;10/10/2011;
Sudeste;Tupã - SP;09/02/2009;
Sudeste;Tupaciguara - MG;16/03/2012;03/12/2018
Sudeste;Tupi Paulista - SP;19/06/2013;
Sudeste;Turiúba - SP;04/03/2011;03/12/2018
Sudeste;Turiúba - SP;28/01/2020;
Sudeste;Turmalina - MG;04/08/2015;
Sudeste;Turmalina - SP;02/02/2011;03/12/2018
Sudeste;Ubá - MG;02/02/2022;
Sudeste;Ubaí - MG;08/08/2014;03/12/2018
Sudeste;Ubarana - SP;07/07/2011;03/12/2018
Sudeste;Ubarana - SP;27/09/2019;
Sudeste;Uberaba - MG;09/02/2009;
Sudeste;Uberlândia - MG;05/12/2014;
Sudeste;Ubirajara - SP;10/09/2014;
Sudeste;Uchoa - SP;11/11/2011;03/12/2018
Sudeste;Uchoa - SP;28/05/2019;
Sudeste;Unaí - MG;13/08/2009;
Sudeste;União de Minas - MG;09/02/2009;
Sudeste;União Paulista - SP;09/02/2009;
Sudeste;Urânia - SP;05/03/2009;03/12/2018
Sudeste;Uru - SP;09/02/2009;03/12/2018
Sudeste;Uruana de Minas - MG;10/09/2014;03/12/2018
Sudeste;Uruana de Minas - MG;28/01/2020;03/08/2023
Sudeste;Urupês - SP;14/05/2013;03/12/2018
Sudeste;Urupês - SP;02/08/2019;
Sudeste;Valença - RJ;10/06/2014;20/09/2019
Sudeste;Valença - RJ;16/10/2020;
Sudeste;Valentim Gentil - SP;07/07/2011;
Sudeste;Valinhos - SP;07/07/2009;03/05/2017
Sudeste;Valparaíso - SP;11/11/2013;03/12/2018
Sudeste;Valparaíso - SP;27/09/2019;
Sudeste;Varginha - MG;03/05/2021;
Sudeste;Varjão de Minas - MG;10/12/2013;03/12/2018
Sudeste;Várzea da Palma - MG;07/06/2011;03/12/2018
Sudeste;Vazante - MG;06/08/2013;03/12/2018
Sudeste;Vazante - MG;27/09/2019;
Sudeste;Venda Nova do Imigrante - ES;09/02/2009;03/12/2018
Sudeste;Vera Cruz - SP;28/10/2014;04/12/2020
Sudeste;Verdelândia - MG;09/02/2009;03/12/2018
Sudeste;Veríssimo - MG;09/02/2009;
Sudeste;Vespasiano - MG;28/10/2014;03/12/2018
Sudeste;Viradouro - SP;05/03/2009;21/03/2019
Sudeste;Viradouro - SP;02/08/2019;
Sudeste;Virgem da Lapa - MG;09/02/2009;03/12/2018
Sudeste;Virginópolis - MG;25/08/2010;03/12/2018
Sudeste;Visconde do Rio Branco - MG;09/02/2009;03/12/2018
Sudeste;Volta Redonda - RJ;29/03/2022;
Sudeste;Votorantim - SP;12/09/2013;03/12/2018
Sudeste;Votuporanga - SP;09/02/2009;
Sudeste;Zacarias - SP;09/02/2009;03/12/2018
Sudeste;Zacarias - SP;24/10/2019;
Sul;Abelardo Luz - SC;09/02/2009;03/12/2018
Sul;Abelardo Luz - SC;28/01/2020;
Sul;Aceguá - RS;09/02/2009;
Sul;Adrianópolis - PR;08/09/2010;03/12/2018
Sul;Adrianópolis - PR;20/03/2020;
Sul;Água Doce - SC;24/02/2010;04/10/2023
Sul;Água Santa - RS;04/09/2009;
Sul;Águas Mornas - SC;09/02/2009;03/12/2018
Sul;Águas Mornas - SC;26/06/2020;
Sul;Agudo - RS;09/02/2009;23/12/2020
Sul;Agudo - RS;02/02/2022;
Sul;Ajuricaba - RS;07/07/2009;04/12/2020
Sul;Alegrete - RS;09/02/2009;
Sul;Almirante Tamandaré do Sul - RS;07/07/2015;
Sul;Altamira do Paraná - PR;09/02/2009;03/12/2018
Sul;Altamira do Paraná - PR;02/08/2019;
Sul;Alto Paraíso - PR;09/02/2009;03/12/2018
Sul;Alto Paraná - PR;09/02/2009;
Sul;Alto Piquiri - PR;09/02/2009;
Sul;Altônia - PR;07/01/2015;03/12/2018
Sul;Altônia - PR;29/01/2021;
Sul;Alvorada do Sul - PR;09/02/2009;
Sul;Amaporã - PR;09/02/2009;
Sul;Amaral Ferrador - RS;14/04/2009;03/12/2018
Sul;Ampére - PR;05/03/2009;03/12/2018
Sul;Anahy - PR;27/02/2023;
Sul;Anchieta - SC;03/05/2021;
Sul;Andirá - PR;09/02/2009;03/12/2018
Sul;Andirá - PR;02/08/2019;
Sul;André da Rocha - RS;07/07/2009;
Sul;Angelina - SC;19/05/2009;03/12/2018
Sul;Angelina - SC;27/02/2020;
Sul;Ângulo - PR;01/12/2023;
Sul;Anitápolis - SC;09/02/2009;03/12/2018
Sul;Antonina - PR;12/09/2013;03/12/2018
Sul;Antônio Carlos - SC;05/03/2009;03/12/2018
Sul;Antônio Prado - RS;25/04/2023;
Sul;Apucarana - PR;05/03/2009;
Sul;Arambaré - RS;09/02/2009;
Sul;Arapongas - PR;27/09/2019;
Sul;Arapoti - PR;09/02/2009;
Sul;Arapuã - PR;09/02/2009;04/12/2020
Sul;Arapuã - PR;29/03/2022;
Sul;Araquari - SC;09/02/2009;03/12/2018
Sul;Araricá - RS;04/12/2008;04/12/2020
Sul;Araruna - PR;19/05/2009;03/12/2018
Sul;Araruna - PR;10/09/2020;
Sul;Araucária - PR;20/03/2020;
Sul;Ariranha do Ivaí - PR;09/02/2009;
Sul;Arroio do Tigre - RS;14/10/2009;03/12/2018
Sul;Arroio dos Ratos - RS;05/03/2009;04/12/2020
Sul;Arroio dos Ratos - RS;05/12/2022;
Sul;Arroio Grande - RS;07/01/2009;
Sul;Assaí - PR;22/04/2013;03/12/2018
Sul;Assaí - PR;02/08/2019;
Sul;Assis Chateaubriand - PR;21/11/2019;
Sul;Astorga - PR;11/11/2009;03/12/2018
Sul;Astorga - PR;02/08/2019;
Sul;Atalaia - PR;07/06/2011;03/12/2018
Sul;Augusto Pestana - RS;16/09/2022;
Sul;Bagé - RS;04/12/2008;04/12/2020
Sul;Bagé - RS;30/08/2021;
Sul;Balsa Nova - PR;05/09/2011;03/12/2018
Sul;Balsa Nova - PR;18/08/2021;
Sul;Bandeirantes - PR;09/02/2009;03/12/2018
Sul;Barbosa Ferraz - PR;07/01/2009;
Sul;Barra do Quaraí - RS;09/02/2009;
Sul;Barra do Ribeiro - RS;11/11/2009;03/12/2018
Sul;Barra do Ribeiro - RS;27/02/2023;
Sul;Barracão - PR;09/02/2009;04/12/2020
Sul;Barracão - PR;01/02/2024;
Sul;Barracão - RS;19/05/2009;23/12/2020
Sul;Barros Cassal - RS;19/03/2014;04/12/2020
Sul;Bela Vista do Paraíso - PR;17/04/2012;03/12/2018
Sul;Bela Vista do Paraíso - PR;20/03/2020;
Sul;Bela Vista do Toldo - SC;19/05/2020;04/12/2023
Sul;Bento Gonçalves - RS;09/02/2009;29/06/2021
Sul;Bituruna - PR;02/08/2019;
Sul;Boa Esperança - PR;09/02/2009;
Sul;Boa Ventura de São Roque - PR;09/02/2009;03/12/2018
Sul;Boa Ventura de São Roque - PR;27/09/2019;
Sul;Boa Vista das Missões - RS;09/02/2009;
Sul;Boa Vista do Cadeado - RS;09/02/2009;
Sul;Boa Vista do Incra - RS;19/05/2009;
Sul;Bocaina do Sul - SC;09/02/2009;
Sul;Bocaiúva do Sul - PR;04/08/2015;03/12/2018
Sul;Bom Jardim da Serra - SC;19/03/2014;04/12/2020
Sul;Bom Jesus - RS;09/02/2009;04/12/2020
Sul;Bom Jesus - RS;13/04/2021;
Sul;Bom Jesus do Sul - PR;09/02/2009;
Sul;Bom Retiro - SC;08/10/2013;
Sul;Bom Retiro do Sul - RS;09/02/2009;04/12/2020
Sul;Bom Sucesso - PR;09/02/2009;
Sul;Bom Sucesso do Sul - PR;09/02/2009;03/12/2018
Sul;Borrazópolis - PR;09/03/2010;03/12/2018
Sul;Borrazópolis - PR;30/08/2021;
Sul;Bossoroca - RS;09/02/2009;
Sul;Brasilândia do Sul - PR;09/02/2009;
Sul;Butiá - RS;08/08/2014;
Sul;Caçador - SC;10/06/2014;
Sul;Caçapava do Sul - RS;07/01/2009;
Sul;Cacequi - RS;07/05/2012;23/12/2020
Sul;Cacequi - RS;05/11/2021;
Sul;Cachoeira do Sul - RS;09/02/2009;
Sul;Cafeara - PR;09/02/2009;03/12/2018
Sul;Cafelândia - PR;09/02/2009;03/12/2018
Sul;Cafezal do Sul - PR;22/09/2020;
Sul;Caibaté - RS;28/05/2019;
Sul;Caiçara - RS;04/12/2008;03/12/2018
Sul;Calmon - SC;04/08/2015;03/12/2018
Sul;Camaquã - RS;08/04/2010;
Sul;Cambará - PR;06/08/2013;
Sul;Cambará do Sul - RS;09/02/2009;04/12/2020
Sul;Cambé - PR;29/03/2022;
Sul;Campestre da Serra - RS;11/04/2011;03/12/2018
Sul;Campina da Lagoa - PR;08/08/2014;
Sul;Campina do Simão - PR;11/11/2013;21/03/2019
Sul;Campina do Simão - PR;01/07/2021;
Sul;Campina Grande do Sul - PR;09/02/2009;03/12/2018
Sul;Campina Grande do Sul - PR;12/05/2023;
Sul;Campo Alegre - SC;03/05/2022;
Sul;Campo Bonito - PR;09/08/2011;03/12/2018
Sul;Campo Erê - SC;05/03/2009;
Sul;Campo Largo - PR;16/06/2010;03/12/2018
Sul;Campo Largo - PR;30/08/2022;
Sul;Campo Magro - PR;20/07/2010;03/12/2018
Sul;Campo Mourão - PR;09/02/2009;
Sul;Campo Novo - RS;09/02/2009;
Sul;Campos Borges - RS;09/02/2009;
Sul;Campos Novos - SC;15/07/2020;
Sul;Candelária - RS;10/12/2009;03/12/2018
Sul;Cândido de Abreu - PR;12/09/2013;04/12/2020
Sul;Candiota - RS;09/02/2009;
Sul;Candói - PR;09/02/2009;
Sul;Canguçu - RS;11/11/2009;
Sul;Canoinhas - SC;14/05/2014;03/12/2018
Sul;Canoinhas - SC;27/02/2020;
Sul;Cantagalo - PR;14/10/2009;03/12/2018
Sul;Cantagalo - PR;02/08/2019;
Sul;Capanema - PR;09/02/2009;04/12/2020
Sul;Capanema - PR;16/03/2023;
Sul;Capão Alto - SC;05/03/2009;
Sul;Capão Bonito do Sul - RS;10/12/2009;
Sul;Capão do Cipó - RS;14/04/2009;
Sul;Capão do Leão - RS;08/12/2011;
Sul;Capinzal - SC;09/02/2009;04/12/2020
Sul;Capivari do Sul - RS;11/03/2013;04/12/2020
Sul;Carambeí - PR;24/06/2009;03/12/2018
Sul;Carambeí - PR;02/08/2019;
Sul;Carazinho - RS;09/02/2009;
Sul;Cascavel - PR;09/02/2009;03/12/2018
Sul;Cascavel - PR;24/10/2019;
Sul;Caseiros - RS;04/12/2008;03/12/2018
Sul;Caseiros - RS;02/06/2021;
Sul;Castro - PR;14/10/2009;
Sul;Catuípe - RS;24/02/2010;
Sul;Caxias do Sul - RS;24/06/2009;
Sul;Centenário do Sul - PR;09/02/2009;03/12/2018
Sul;Centenário do Sul - PR;27/09/2019;
Sul;Cerrito - RS;02/08/2019;
Sul;Cerro Azul - PR;08/09/2010;31/12/2018
Sul;Cerro Azul - PR;29/09/2021;
Sul;Cerro Branco - RS;10/09/2014;26/06/2017
Sul;Cerro Grande do Sul - RS;24/06/2009;04/12/2020
Sul;Cerro Largo - RS;09/02/2009;03/12/2018
Sul;Cerro Negro - SC;24/10/2019;
Sul;Chapada - RS;25/08/2010;
Sul;Chapecó - SC;29/09/2021;
Sul;Charqueadas - RS;04/12/2008;
Sul;Charrua - RS;24/06/2009;04/12/2020
Sul;Chiapetta - RS;09/02/2009;
Sul;Chopinzinho - PR;09/02/2009;
Sul;Chuí - RS;09/02/2009;04/12/2020
Sul;Chuvisca - RS;05/03/2009;04/12/2020
Sul;Cianorte - PR;09/02/2009;
Sul;Cidade Gaúcha - PR;09/02/2009;
Sul;Clevelândia - PR;04/08/2015;04/12/2023
Sul;Colombo - PR;07/01/2015;03/12/2018
Sul;Colorado - PR;06/07/2012;11/08/2023
Sul;Colorado - PR;05/09/2023;
Sul;Condor - RS;16/06/2010;
Sul;Congonhinhas - PR;16/06/2010;03/12/2018
Sul;Congonhinhas - PR;13/04/2021;
Sul;Constantina - RS;16/06/2010;
Sul;Contenda - PR;05/03/2009;03/12/2018
Sul;Coqueiros do Sul - RS;09/02/2009;
Sul;Cornélio Procópio - PR;10/12/2009;03/12/2018
Sul;Cornélio Procópio - PR;20/03/2020;
Sul;Coronel Bicaco - RS;09/02/2009;
Sul;Coronel Domingos Soares - PR;14/10/2010;03/12/2018
Sul;Coronel Domingos Soares - PR;02/08/2019;
Sul;Coronel Freitas - SC;09/02/2009;15/01/2020
Sul;Coronel Martins - SC;09/02/2009;03/12/2018
Sul;Coronel Vivida - PR;09/02/2009;
Sul;Correia Pinto - SC;08/10/2013;
Sul;Corumbataí do Sul - PR;02/08/2019;04/10/2023
Sul;Cotiporã - RS;09/02/2009;
Sul;Coxilha - RS;09/02/2009;
Sul;Criciúma - SC;27/02/2020;
Sul;Cristal - RS;11/07/2014;
Sul;Cruz Alta - RS;09/02/2009;
Sul;Cruz Machado - PR;09/02/2009;23/12/2020
Sul;Cruzeiro do Iguaçu - PR;09/02/2009;03/12/2018
Sul;Cruzeiro do Iguaçu - PR;02/08/2019;
Sul;Cruzeiro do Oeste - PR;09/02/2009;
Sul;Cruzeiro do Sul - PR;09/02/2009;03/12/2018
Sul;Curitibanos - SC;09/02/2009;20/12/2022
Sul;Curiúva - PR;09/02/2009;23/12/2020
Sul;Curiúva - PR;01/07/2021;
Sul;Derrubadas - RS;09/02/2009;
Sul;Diamante do Norte - PR;09/02/2009;04/12/2020
Sul;Diamante do Norte - PR;01/07/2021;
Sul;Diamante do Sul - PR;09/02/2009;03/12/2018
Sul;Diamante d'Oeste - PR;11/11/2009;03/12/2018
Sul;Diamante d'Oeste - PR;16/09/2022;
Sul;Dilermando de Aguiar - RS;09/02/2009;
Sul;Dois Irmãos das Missões - RS;09/02/2009;03/12/2018
Sul;Dois Lajeados - RS;04/09/2009;03/12/2018
Sul;Dois Vizinhos - PR;02/08/2019;
Sul;Dom Feliciano - RS;22/04/2013;
Sul;Dom Pedrito - RS;09/02/2009;
Sul;Douradina - PR;09/02/2009;03/12/2018
Sul;Doutor Camargo - PR;24/10/2019;
Sul;Doutor Ricardo - RS;14/04/2009;04/12/2020
Sul;Doutor Ulysses - PR;14/10/2010;31/12/2018
Sul;Eldorado do Sul - RS;25/01/2010;
Sul;Encruzilhada do Sul - RS;09/02/2009;
Sul;Engenheiro Beltrão - PR;09/02/2009;03/12/2018
Sul;Engenheiro Beltrão - PR;03/05/2021;
Sul;Engenho Velho - RS;08/01/2014;03/12/2018
Sul;Engenho Velho - RS;28/01/2020;04/10/2023
Sul;Erval Seco - RS;11/11/2011;03/12/2018
Sul;Erval Seco - RS;06/07/2023;
Sul;Esperança Nova - PR;27/02/2020;
Sul;Espumoso - RS;09/02/2009;
Sul;Estação - RS;08/01/2014;03/12/2018
Sul;Estrela Velha - RS;09/02/2009;04/12/2020
Sul;Farol - PR;08/08/2014;
Sul;Faxinal do Soturno - RS;10/12/2009;03/12/2018
Sul;Fênix - PR;09/02/2009;03/12/2018
Sul;Fênix - PR;24/10/2019;
Sul;Fernandes Pinheiro - PR;09/02/2009;03/12/2018
Sul;Fernandes Pinheiro - PR;02/08/2019;
Sul;Figueira - PR;09/02/2009;21/03/2019
Sul;Floraí - PR;22/04/2013;
Sul;Flores da Cunha - RS;09/02/2009;
Sul;Floresta - PR;02/08/2019;
Sul;Florestópolis - PR;08/12/2011;03/12/2018
Sul;Florestópolis - PR;19/05/2020;
Sul;Flórida - PR;16/03/2023;
Sul;Fontoura Xavier - RS;09/02/2009;04/12/2020
Sul;Formigueiro - RS;11/07/2013;
Sul;Forquilhinha - SC;09/02/2009;09/05/2016
Sul;Fortaleza dos Valos - RS;09/02/2009;04/12/2020
Sul;Fortaleza dos Valos - RS;03/05/2021;
Sul;Foz do Iguaçu - PR;16/06/2021;
Sul;Foz do Jordão - PR;09/02/2009;21/03/2019
Sul;Foz do Jordão - PR;18/08/2021;
Sul;Fraiburgo - SC;29/01/2021;
Sul;Francisco Alves - PR;08/01/2014;03/12/2018
Sul;Frei Rogério - SC;08/10/2013;
Sul;Galvão - SC;05/03/2009;04/12/2020
Sul;Garibaldi - RS;09/02/2009;04/12/2023
Sul;Garopaba - SC;09/02/2009;03/12/2018
Sul;Garruchos - RS;15/02/2012;04/10/2023
Sul;Gaspar - SC;26/07/2023;
Sul;General Câmara - RS;06/07/2023;
Sul;General Carneiro - PR;19/03/2014;03/12/2018
Sul;General Carneiro - PR;10/09/2020;
Sul;Gentil - RS;21/11/2019;
Sul;Getúlio Vargas - RS;10/12/2013;04/12/2020
Sul;Giruá - RS;14/04/2009;
Sul;Glorinha - RS;20/12/2010;
Sul;Goioerê - PR;09/02/2009;03/12/2018
Sul;Goioerê - PR;02/08/2019;
Sul;Gramado - RS;07/07/2009;
Sul;Grandes Rios - PR;24/10/2019;
Sul;Gravataí - RS;09/02/2009;03/12/2018
Sul;Gravataí - RS;09/08/2023;
Sul;Guabiruba - SC;09/02/2009;03/12/2018
Sul;Guaíba - RS;12/09/2013;03/12/2018
Sul;Guaíra - PR;09/02/2009;
Sul;Guairaçá - PR;09/02/2009;
Sul;Guaporé - RS;09/02/2009;03/12/2018
Sul;Guaraci - PR;26/06/2020;
Sul;Guaraciaba - SC;09/02/2009;
Sul;Guaramirim - SC;09/02/2009;03/12/2018
Sul;Guaraniaçu - PR;25/08/2010;03/12/2018
Sul;Guaraniaçu - PR;20/03/2020;
Sul;Guarapuava - PR;11/03/2013;
Sul;Guaratuba - PR;08/09/2010;04/12/2020
Sul;Herval - RS;05/03/2009;
Sul;Herveiras - RS;07/05/2010;
Sul;Honório Serpa - PR;05/03/2009;03/12/2018
Sul;Honório Serpa - PR;27/09/2019;
Sul;Hulha Negra - RS;12/06/2012;04/12/2020
Sul;Hulha Negra - RS;09/11/2022;
Sul;Humaitá - RS;30/08/2021;
Sul;Ibaiti - PR;06/08/2013;
Sul;Ibarama - RS;04/09/2009;03/12/2018
Sul;Ibema - PR;01/12/2023;
Sul;Ibiaçá - RS;09/02/2009;04/12/2020
Sul;Ibiporã - PR;09/02/2009;03/12/2018
Sul;Ibiraiaras - RS;28/10/2014;03/12/2018
Sul;Ibiraiaras - RS;02/08/2019;
Sul;Ibirapuitã - RS;13/04/2021;
Sul;Ibirubá - RS;09/02/2009;
Sul;Icaraíma - PR;09/02/2009;
Sul;Igrejinha - RS;04/12/2008;03/12/2018
Sul;Iguaraçu - PR;02/02/2011;
Sul;Iguatu - PR;09/02/2009;03/12/2018
Sul;Ilhota - SC;07/07/2022;
Sul;Imaruí - SC;02/02/2011;03/12/2018
Sul;Imbaú - PR;04/11/2015;21/03/2019
Sul;Imbaú - PR;05/11/2021;
Sul;Imbituva - PR;02/09/2015;
Sul;Inajá - PR;09/02/2009;
Sul;Independência - RS;28/05/2019;
Sul;Inhacorá - RS;09/03/2010;04/12/2020
Sul;Ipiranga - PR;09/02/2009;
Sul;Iporã - PR;10/12/2009;03/12/2018
Sul;Iporã - PR;02/08/2019;
Sul;Irati - PR;06/08/2013;03/12/2018
Sul;Irati - PR;26/05/2022;
Sul;Iretama - PR;09/02/2009;
Sul;Irineópolis - SC;03/06/2015;
Sul;Itaara - RS;09/02/2009;04/12/2020
Sul;Itacurubi - RS;09/02/2009;23/12/2020
Sul;Itaguajé - PR;16/06/2010;
Sul;Itaipulândia - PR;27/09/2019;
Sul;Itajaí - SC;09/02/2009;23/12/2020
Sul;Itajaí - SC;29/07/2021;
Sul;Itambaracá - PR;07/07/2022;
Sul;Itambé - PR;06/10/2015;03/12/2018
Sul;Itambé - PR;19/05/2020;
Sul;Itaqui - RS;05/03/2009;
Sul;Ivaí - PR;07/01/2015;21/03/2019
Sul;Ivaiporã - PR;06/08/2013;03/12/2018
Sul;Ivaiporã - PR;24/10/2019;
Sul;Ivaté - PR;14/04/2009;03/12/2018
Sul;Jacarezinho - PR;09/02/2009;03/12/2018
Sul;Jacarezinho - PR;02/08/2019;
Sul;Jacinto Machado - SC;18/08/2021;
Sul;Jacuizinho - RS;05/03/2009;03/12/2018
Sul;Jaguapitã - PR;09/02/2009;03/12/2018
Sul;Jaguapitã - PR;03/05/2022;
Sul;Jaguarão - RS;05/03/2009;04/12/2023
Sul;Jaguariaíva - PR;14/10/2009;
Sul;Jandaia do Sul - PR;11/07/2014;03/12/2018
Sul;Jandaia do Sul - PR;18/08/2021;
Sul;Janiópolis - PR;09/02/2009;
Sul;Japira - PR;09/02/2009;21/03/2019
Sul;Japurá - PR;28/01/2020;
Sul;Jaquirana - RS;09/02/2009;03/12/2018
Sul;Jardim Alegre - PR;09/02/2009;03/12/2018
Sul;Jardim Alegre - PR;24/10/2019;
Sul;Jardim Olinda - PR;09/02/2009;03/12/2018
Sul;Jardim Olinda - PR;25/04/2023;
Sul;Jari - RS;09/02/2009;04/12/2020
Sul;Jesuítas - PR;05/09/2023;
Sul;Jóia - RS;09/02/2009;
Sul;Joinville - SC;07/01/2009;
Sul;José Boiteux - SC;09/02/2009;
Sul;Júlio de Castilhos - RS;04/12/2008;
Sul;Juranda - PR;09/02/2009;03/12/2018
Sul;Jussara - PR;11/04/2014;
Sul;Lages - SC;19/06/2013;
Sul;Lagoa Bonita do Sul - RS;09/02/2009;04/12/2020
Sul;Lagoa dos Três Cantos - RS;27/09/2019;
Sul;Lagoa Vermelha - RS;04/12/2008;
Sul;Lagoão - RS;09/02/2009;04/12/2020
Sul;Lajeado do Bugre - RS;06/08/2013;03/12/2018
Sul;Lapa - PR;19/06/2013;
Sul;Laranjal - PR;10/12/2009;03/12/2018
Sul;Laranjal - PR;17/08/2023;
Sul;Laranjeiras do Sul - PR;06/08/2013;03/12/2018
Sul;Laranjeiras do Sul - PR;26/06/2020;
Sul;Lavras do Sul - RS;17/04/2012;
Sul;Lebon Régis - SC;10/06/2014;04/12/2020
Sul;Leópolis - PR;08/09/2010;
Sul;Lidianópolis - PR;20/02/2015;03/12/2018
Sul;Lindoeste - PR;09/02/2009;03/12/2018
Sul;Lindoeste - PR;29/07/2021;
Sul;Lindolfo Collor - RS;22/04/2013;03/12/2018
Sul;Loanda - PR;09/02/2009;
Sul;Lobato - PR;02/08/2019;
Sul;Londrina - PR;09/02/2009;
Sul;Luiziana - PR;09/02/2009;
Sul;Lupionópolis - PR;04/12/2008;03/12/2018
Sul;Lupionópolis - PR;02/08/2019;
Sul;Maçambara - RS;09/02/2009;
Sul;Mafra - SC;09/02/2009;03/12/2018
Sul;Mallet - PR;09/02/2009;03/12/2018
Sul;Mallet - PR;24/10/2023;
Sul;Mamborê - PR;09/02/2009;03/12/2018
Sul;Mamborê - PR;07/06/2023;
Sul;Mandaguaçu - PR;09/05/2011;
Sul;Mandaguari - PR;19/03/2014;04/12/2020
Sul;Mandirituba - PR;06/08/2013;03/12/2018
Sul;Manfrinópolis - PR;09/02/2009;03/12/2018
Sul;Mangueirinha - PR;22/04/2013;
Sul;Manoel Ribas - PR;07/07/2015;
Sul;Manoel Viana - RS;05/03/2009;
Sul;Marau - RS;27/09/2019;
Sul;Marechal Cândido Rondon - PR;10/12/2009;
Sul;Maria Helena - PR;09/02/2009;
Sul;Marialva - PR;10/09/2014;04/12/2020
Sul;Marialva - PR;30/11/2021;
Sul;Mariana Pimentel - RS;09/02/2009;
Sul;Marilândia do Sul - PR;09/02/2009;03/12/2018
Sul;Marilândia do Sul - PR;24/10/2019;
Sul;Marilena - PR;09/02/2009;
Sul;Mariluz - PR;09/02/2009;
Sul;Marques de Souza - RS;09/02/2009;03/12/2018
Sul;Marquinho - PR;01/02/2024;
Sul;Mato Castelhano - RS;09/02/2009;03/12/2018
Sul;Mato Castelhano - RS;21/11/2019;04/10/2023
Sul;Mato Rico - PR;08/10/2013;03/12/2018
Sul;Mato Rico - PR;02/08/2019;
Sul;Matos Costa - SC;14/05/2014;03/12/2018
Sul;Matos Costa - SC;26/05/2022;
Sul;Meleiro - SC;04/12/2008;03/12/2018
Sul;Minas do Leão - RS;09/02/2009;
Sul;Mirador - PR;04/08/2015;
Sul;Mirim Doce - SC;05/03/2009;04/12/2020
Sul;Mirim Doce - SC;12/05/2023;
Sul;Missal - PR;20/07/2010;
Sul;Modelo - SC;18/08/2021;
Sul;Monte Alegre dos Campos - RS;28/01/2020;
Sul;Monte Belo do Sul - RS;04/09/2009;11/04/2017
Sul;Monte Carlo - SC;04/09/2009;04/12/2020
Sul;Monte Castelo - SC;09/02/2009;03/12/2018
Sul;Moreira Sales - PR;07/01/2009;03/12/2018
Sul;Moreira Sales - PR;02/10/2020;
Sul;Mormaço - RS;04/08/2015;04/12/2020
Sul;Morro Reuter - RS;09/02/2009;20/12/2013
Sul;Mostardas - RS;09/02/2009;
Sul;Muçum - RS;09/02/2009;03/12/2018
Sul;Muitos Capões - RS;16/06/2010;03/12/2018
Sul;Muitos Capões - RS;28/01/2020;
Sul;Munhoz de Mello - PR;19/06/2013;04/12/2020
Sul;Munhoz de Mello - PR;02/06/2021;
Sul;Não-Me-Toque - RS;10/12/2009;
Sul;Nonoai - RS;14/05/2013;03/12/2018
Sul;Nonoai - RS;27/02/2020;
Sul;Nossa Senhora das Graças - PR;06/08/2013;03/12/2018
Sul;Nossa Senhora das Graças - PR;09/08/2023;
Sul;Nova Aurora - PR;02/08/2019;
Sul;Nova Boa Vista - RS;09/02/2009;04/12/2020
Sul;Nova Cantu - PR;09/02/2009;03/12/2018
Sul;Nova Cantu - PR;13/04/2021;
